data_object_id	obj_url	height	width	xmin	ymin	xmax	ymax	name
24992220	http://farm4.staticflickr.com/3622/3450821618_e88e40a119_o.jpg	768	1024	174.8992	0	940.7488000000001	765.8496	Carnivora
12521750	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0109/0087.jpeg	385	256	0	59.906	256.0	315.906	Carnivora
25602036	http://upload.wikimedia.org/wikipedia/commons/9/9b/Erdeikutya.jpg	358	540	82.026	3.0072	425.034	346.0152	Carnivora
31375371	http://animaldiversity.ummz.umich.edu/collections/contributors/david_blank/Afulgens21/medium.jpg	403	557	91.7379	24.6233	455.23609999999996	388.12149999999997	Carnivora
2005850	http://www.biolib.cz/IMG/GAL/21674.jpg	520	580	105.328	117	435.754	447.426	Carnivora
27384080	http://static.inaturalist.org/photos/615737/original.JPG?1387938752	1365	2048	413.4912	212.394	1433.6	1232.5028	Carnivora
17764027	http://eolspecies.lifedesks.org/image/view/3587/_original	1444	1734	421.5354	180.5	1481.1828	1240.1474	Carnivora
15998209	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0112/0009.jpeg	511	768	265.9584	19.929	649.9584	403.929	Carnivora
25665226	http://upload.wikimedia.org/wikipedia/commons/1/1e/Spotted_hyena.jpg	366	500	69.1	0	434.95000000000005	365.85	Carnivora
24979416	http://farm3.staticflickr.com/2704/4026309536_a80d1b294c_o.jpg	768	1024	85.2992	0	853.2992	768.0	Carnivora
27703908	http://upload.wikimedia.org/wikipedia/commons/4/42/Acinonyx_jubatus_walking_edit.jpg	1134	1700	195.16	0	1328.5500000000002	1133.39	Carnivora
27751384	http://upload.wikimedia.org/wikipedia/commons/c/cd/Polar_bear_with_young_-_ANWR.jpg	750	1058	149.9186	0	899.7232	749.8046	Carnivora
27751998	http://upload.wikimedia.org/wikipedia/commons/e/ed/Bobcat_having_caught_a_rabbit.jpg	2462	3283	390.0204	0	2825.0215	2435.0011	Carnivora
12529909	http://calphotos.berkeley.edu/imgs/512x768/1351_3163/4284/0028.jpeg	512	768	143.616	36.9664	585.9072	479.2576	Carnivora
24046078	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0413/0028.jpeg	517	768	155.0592	0	618.7008	463.6416	Carnivora
5815751	http://www.biolib.cz/IMG/GAL/92111.jpg	500	750	269.475	148.6	566.7	445.82500000000005	Carnivora
27694254	http://upload.wikimedia.org/wikipedia/commons/1/1e/Cheetah%2C_South_Africa.jpg	516	688	275.2	206.4	454.08	385.28	Carnivora
27290733	http://upload.wikimedia.org/wikipedia/commons/b/bd/Acinonyx_jubatus_-_female_cheetah.jpg	2510	3551	603.67	326.3	1739.9899999999998	1462.62	Carnivora
27710069	http://upload.wikimedia.org/wikipedia/commons/e/ec/Lion_cub_with_mother.jpg	2336	3205	480.75	0	2596.05	2115.3	Carnivora
2005690	http://www.biolib.cz/IMG/GAL/20810.jpg	472	700	271.32	93.0784	650.16	471.91839999999996	Carnivora
2005693	http://www.biolib.cz/IMG/GAL/63170.jpg	800	600	2.22	100	600.0	697.78	Carnivora
2005714	http://www.biolib.cz/IMG/GAL/21485.jpg	474	700	90.79	25.0272	539.49	473.7272	Carnivora
2005728	http://www.biolib.cz/IMG/GAL/20863.jpg	700	561	48.5265	58.31	520.2153000000001	529.9988000000001	Carnivora
2005750	http://www.biolib.cz/IMG/GAL/21417.jpg	468	700	163.94	24.7104	607.6	468.3704	Carnivora
2005811	http://www.biolib.cz/IMG/GAL/1911.jpg	439	600	212.22	58.5187	575.64	421.93870000000004	Carnivora
2005823	http://www.biolib.cz/IMG/GAL/21549.jpg	468	700	284.97	59.8104	642.81	417.6504	Carnivora
2005848	http://www.biolib.cz/IMG/GAL/62326.jpg	564	800	306.88	122.2188	610.56	425.8988	Carnivora
2005852	http://www.biolib.cz/IMG/GAL/106.jpg	455	600	173.04	63.1995	500.22	390.3795	Carnivora
5815752	http://www.biolib.cz/IMG/GAL/31750.jpg	373	550	39.38	87.0209	306.625	354.2659	Carnivora
10108666	http://tolweb.org/tree/ToLimages/tremarctosornatus.jpg	536	800	113.2	105.6992	530.32	522.8192	Carnivora
12507704	http://calphotos.berkeley.edu/imgs/512x768/1349_3162/1965/0121.jpeg	512	768	304.3584	71.1168	712.5504000000001	479.3088	Carnivora
12507705	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0938/0127.jpeg	512	768	420.9408	271.6672	659.8656000000001	510.592	Carnivora
12509882	http://calphotos.berkeley.edu/imgs/512x768/9092_3191/3550/0036.jpeg	768	512	0	151.4496	509.8496	661.2992	Carnivora
12513814	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0209/0051.jpeg	256	385	107.9925	56.0128	252.98350000000002	201.0038	Carnivora
12519539	http://calphotos.berkeley.edu/imgs/512x768/1342_3162/2233/0008.jpeg	512	768	275.9424	72.5504	598.8096	395.4176	Carnivora
12520125	http://calphotos.berkeley.edu/imgs/512x768/1335_3153/0666/0013.jpeg	512	768	106.6752	0	617.2416	510.5664	Carnivora
12521666	http://calphotos.berkeley.edu/imgs/512x768/1351_3163/4281/0069.jpeg	512	768	172.1088	0	675.6096	503.5008	Carnivora
12521681	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0209/0177.jpeg	256	385	61.985	4.992	308.0	251.00699999999998	Carnivora
12524076	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0989/0128.jpeg	512	768	143.616	12.8	567.4752	436.6592	Carnivora
12524109	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0987/0013.jpeg	512	768	164.9664	48.3328	627.2256	510.59200000000004	Carnivora
12524110	http://calphotos.berkeley.edu/imgs/512x768/9121_3261/2921/0133.jpeg	512	768	221.8752	14.2336	705.408	497.76640000000003	Carnivora
12524111	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0987/0043.jpeg	512	768	125.184	0	635.7504	510.5664	Carnivora
12524112	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0987/0046.jpeg	512	768	149.2992	0	659.8656	510.5664	Carnivora
12524114	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0987/0012.jpeg	512	768	150.7584	1.4336	661.3248	512.0	Carnivora
12524115	http://calphotos.berkeley.edu/imgs/512x768/8030_3192/4155/0029.jpeg	501	747	196.1622	0	695.5317	499.3695	Carnivora
12524118	http://calphotos.berkeley.edu/imgs/512x768/1335_3153/0672/0088.jpeg	768	512	17.0496	196.3008	512.0	691.2512	Carnivora
12524125	http://calphotos.berkeley.edu/imgs/512x768/0072_3301/1162/0119.jpeg	512	768	153.6	27.0336	638.592	512.0256	Carnivora
12524127	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0934/0065.jpeg	768	512	8.5504	219.7248	494.9504	706.1247999999999	Carnivora
12524131	http://calphotos.berkeley.edu/imgs/512x768/1335_3153/0672/0089.jpeg	512	768	61.1328	0	558.8736	497.7408	Carnivora
12524139	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0509/0043.jpeg	256	385	94.017	0	347.0005	252.9835	Carnivora
12524140	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0509/0044.jpeg	256	385	79.002	1.9968	331.9855	254.9803	Carnivora
12524142	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0509/0046.jpeg	385	256	4.2752	78.078	253.8496	327.6524	Carnivora
12524143	http://calphotos.berkeley.edu/imgs/512x768/6666_6666/0509/0047.jpeg	385	256	0	116.578	244.224	360.802	Carnivora
12526719	http://calphotos.berkeley.edu/imgs/512x768/8253_3202/0971/0039.jpeg	512	768	93.8496	14.2336	578.8416	499.22560000000004	Carnivora
12527431	http://calphotos.berkeley.edu/imgs/512x768/0091_3183/0984/0054.jpeg	512	768	125.184	7.1168	622.9248	504.8576	Carnivora
12569894	http://calphotos.berkeley.edu/imgs/256x384/6666_6666/1007/6773.jpeg	256	385	48.0095	0.9984	301.994	254.9829	Carnivora
13109769	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=39155	373	480	75.696	0	447.88800000000003	372.192	Carnivora
13110721	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=15869	480	1000	503.4	10.368	941.3	448.268	Carnivora
13113008	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=3059	480	687	169.4142	3.984	644.3372999999999	478.90709999999996	Carnivora
13115089	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=3343	480	736	243.984	9.312	712.0064	477.3344	Carnivora
13115469	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=107881	375	479	108.3019	59.3625	368.6384	319.699	Carnivora
13131101	http://multimedia.inbio.ac.cr/m3sINBio/getImage?size=big&id=3319	480	629	191.9079	38.688	629.0	475.7801	Carnivora
13145003	http://eolspecies.lifedesks.org/image/view/3036/_original	1312	2082	444.9234	721.6	970.0038000000001	1246.6804000000002	Carnivora
13145050	http://eolspecies.lifedesks.org/image/view/3225/_original	870	1295	166.6665	0	1034.0575	867.391	Carnivora
13160151	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/1210/0912.jpeg	500	750	126.375	13.9	612.45	499.97499999999997	Carnivora
13254390	https://conabioweb.conabio.gob.mx/FotoWeb/FWbin/preview.dll/?D=BE1354FC96A6C04C9EE9F8F216382D1ED480CCFB7579B2B8F2F4F98ADC5145C2C012F3A11EA03D545C2A5B3B51B14BF004B20DF5C85DE41837ACB4DC2E4A6BD2E2DC661E85479A115D5E1BFE71BEACB1D21432053BCA4CF787C72928EC61EB04F02F97D313BDFDC16147E56543E7D05092AA327CD7EC031CE244C5C9C5B10BB08B3E98D3478368FBC38BAEA608666B4DFAA00C34162F53981FA7A7870364628A62126C734F4EA050C7745DD5FD44B72D39C225D414EC459DE80D88A34342E3A5D957360B38B4A7E5232F8EC89A84075B760F679DE26339E056DA2939BF01BED33E68DCE82D3FA2C4FBF73DF151B05FD47E8E349E8956ADEE0EE89B6CA0A1DB7A23A26C887BF8FBC52D1B807F9A7FECFA44DC301657F7F24881EB27A197866A5843788F505A24CF9CEF148A070311B5458AAAC83FFC55FD031C3E30CF5039BBAB54B07998F2942701	526	700	168.07	165.1114	410.69	407.7314	Carnivora
13464854	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/1011/2230.jpeg	531	709	137.0497	94.4118	476.09349999999995	433.4556	Carnivora
15642197	http://lifedesk.bibalex.org/ba/image/view/3148/_original	1443	2708	1125.174	4.6176	2563.1220000000003	1442.5656000000001	Carnivora
15660080	https://conabioweb.conabio.gob.mx/FotoWeb/FWbin/preview.dll/?D=BE1354FC96A6C04C9EE9F8F216382D1ED480CCFB7579B2B8F2F4F98ADC5145C2C012F3A11EA03D545C2A5B3B51B14BF004B20DF5C85DE41837ACB4DC2E4A6BD2E2DC661E85479A115D5E1BFE71BEACB1D21432053BCA4CF787C72928EC61EB04F02F97D313BDFDC16147E56543E7D05092AA327CD7EC031CE244C5C9C5B10BB08B3E98D3478368FBC38BAEA608666B4DFAA00C34162F53981FA7A7870364628A62126C734F4EA050C7745DD5FD44B72DB973FD9FA16B49475305A21F71A77D11D957360B38B4A7E5232F8EC89A84075B760F679DE26339E056DA2939BF01BED33E68DCE82D3FA2C41D7E050482AAA73C74CF022AC56C75D3AD2543A505F48EFF29AAA2CA7D23C740CC22F9A625166FF53B6F319DC463961B70A47FC446B3A8456556BF810BC2BDA3E4FB2F201E50CD2E4184908B570DAF166CEC79B537E6DEF30A3D93C5232AC3F7ED42BA4DFD1EFAC4F75BC20640A214ABAB66679B1070807F828AC52D0EF9F42C	468	700	42.91	1.3104	510.02	468.42040000000003	Carnivora
17427195	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0212/2554.jpeg	500	898	247.7582	0	746.3278	498.5696	Carnivora
17577511	http://neotropnathistory.lifedesks.org/image/view/42/_original	3264	4928	2074.688	933.8304	2899.1424	1758.2848	Carnivora
17764015	http://eolspecies.lifedesks.org/image/view/3497/_original	570	774	383.0526	145.692	712.3122	474.9516	Carnivora
19088183	http://www.planetscott.com/img/1975/large/indian-mongoose-(herpestes-javanicus)-.jpg	426	568	121.8928	73.3572	440.20000000000005	391.6644	Carnivora
19089547	http://www.planetscott.com/img/5986/large/ethiopian-wolf-(canis-simensis).jpg	426	568	142	0	499.3856	357.3856	Carnivora
19089548	http://www.planetscott.com/img/5987/large/ethiopian-wolf-(canis-simensis).jpg	426	568	120.7	43.7928	459.1144	382.2072	Carnivora
19089821	http://www.planetscott.com/img/6311/large/south-american-coati-(nasua-nasua).jpg	426	568	272.1856	151.4856	426.0	305.3	Carnivora
19144984	http://www.biopix.com/photos/JCS-Amblonyx-cinereus-53639.JPG	425	640	186.56	1.19	610.496	425.126	Carnivora
19144985	http://www.biopix.com/photos/JCS-Amblonyx-cinereus-53638.JPG	425	640	173.568	0	590.4	416.832	Carnivora
19171020	http://www.biopix.com/photos/ANE-Lutra-lutra-00465.jpg	458	640	73.792	1.2824	530.56	458.05039999999997	Carnivora
19171028	http://www.biopix.com/photos/Lutra-lutra-00008.JPG	480	640	78.656	1.344	557.312	480.0	Carnivora
19173455	http://www.biopix.com/photos/JCS-Mustela-putorius-31091.jpg	480	640	26.688	1.344	505.344	480.0	Carnivora
19176190	http://www.biopix.com/photos/Otaria-flavescens-00009.JPG	480	640	141.312	1.344	619.9680000000001	480.0	Carnivora
19176191	http://www.biopix.com/photos/Otaria-flavescens-00004.JPG	640	480	0	56.896	449.76	506.656	Carnivora
19192403	http://www.biopix.com/photos/GDR-Zalophus-wollebaeki-02505.jpg	426	640	237.76	0	583.168	345.408	Carnivora
19671107	http://content.lib.washington.edu/cgi-bin/getimage.exe?CISOROOT=/fishimages&CISOPTR=50860&DMWIDTH=10000&DMHEIGHT=10000	1341	2069	555.5265	249.5601	1450.1621	1144.1957	Carnivora
19671124	http://content.lib.washington.edu/cgi-bin/getimage.exe?CISOROOT=/fishimages&CISOPTR=50856&DMWIDTH=10000&DMHEIGHT=10000	1411	2103	791.1486	172.4242	1727.1939	1108.4695	Carnivora
19671174	http://content.lib.washington.edu/cgi-bin/getimage.exe?CISOROOT=/fishimages&CISOPTR=34397&DMWIDTH=10000&DMHEIGHT=10000	297	565	88.9875	40.0059	300.015	251.0334	Carnivora
19671176	http://content.lib.washington.edu/cgi-bin/getimage.exe?CISOROOT=/fishimages&CISOPTR=50854&DMWIDTH=10000&DMHEIGHT=10000	1376	2121	722.2005	99.3472	1681.5288	1058.6755	Carnivora
19888433	http://csdb.ioz.ac.cn/images/Upload_images/Animalia/Chordata/Mammalia/CARNIVORA/Canidae/Vulpes/corsac/A1E6D7D6-EE60-4CF1-BC18-296ED19C7128.jpg	1056	1772	1173.2412	79.3056	1750.7359999999999	656.8004000000001	Carnivora
19888473	http://csdb.ioz.ac.cn/images/Upload_images/Animalia/Chordata/Mammalia/CARNIVORA/Viverridae/Viverricula/indica/D538A68D-D526-4EED-BB30-6F80415A23D4.jpg	1088	1772	641.6412	45.8048	1683.4	1087.5636	Carnivora
19888478	http://csdb.ioz.ac.cn/images/Upload_images/Animalia/Chordata/Mammalia/CARNIVORA/Viverridae/Paguma/larvata/A6B1D625-C5AB-4EA5-BB26-1949D6734FCA.jpg	763	1772	1136.5608	45.78	1765.9751999999999	675.1944	Carnivora
19888501	http://csdb.ioz.ac.cn/images/Upload_images/Animalia/Chordata/Mammalia/CARNIVORA/Viverridae/Viverra/megaspila/0D535619-14C3-4680-9002-CBA5CD03BBAA.jpg	394	596	293.0532	57.9968	562.0876000000001	327.0312	Carnivora
19888519	http://csdb.ioz.ac.cn/images/Upload_images/Animalia/Chordata/Mammalia/CARNIVORA/Felidae/Felis/bieti/CF8D7802-4A49-4696-9A61-81E5E46E71FE.jpg	190	310	119.009	1.007	307.024	189.022	Carnivora
19888594	http://csdb.ioz.ac.cn/images/Upload_images/Animalia/Chordata/Mammalia/CARNIVORA/Phocidae/Phoca/largha/6D775489-ECDF-4B88-8108-35C7560C5AB1.jpg	303	452	139.9844	0.9999	437.988	299.00350000000003	Carnivora
21535473	http://www.biopix.com/photos/GDR-Chrysocyon-brachyurus-07067.jpg	440	640	148.992	35.464	536.192	422.664	Carnivora
21937868	http://farm6.staticflickr.com/5207/5228654242_065f5ef2f7_o.jpg	2848	4272	1692.9936	1060.0256	3188.1936	2555.2255999999998	Carnivora
21937896	http://static.inaturalist.org/photos/20854/original.jpg	389	584	58.4	0	354.72159999999997	296.3216	Carnivora
21938501	http://farm6.staticflickr.com/5299/5546751817_3255587f29_o.jpg	965	1522	629.6514	415.529	825.2284	611.106	Carnivora
21938524	http://farm6.staticflickr.com/5258/5549056044_0292c4fc40_o.jpg	1112	1213	330.2999	398.4296	913.6315999999999	981.7612999999999	Carnivora
21940127	http://lh4.ggpht.com/-MgA3fdtpbis/TjQ0JPo7ImI/AAAAAAAACUU/Qr5Z62WuK1s/MJS%252520Ceth%252520%2525201%252520%25252019Dec01%252520.jpg	384	512	153.6	28.8	496.02559999999994	371.2256	Carnivora
21945572	http://static.inaturalist.org/photos/93810/original.jpg	1365	2048	1160.6016	318.4545	1596.8256	754.6785	Carnivora
21947385	http://farm8.staticflickr.com/7123/7147080735_13a3016d9b_o.jpg	783	1044	271.44	31.32	835.2	595.08	Carnivora
21948255	http://farm4.staticflickr.com/3200/2841284551_d5b1f50f5d_o.jpg	2560	1920	0	177.664	1912.896	2090.56	Carnivora
21948467	http://farm8.staticflickr.com/7084/7238561442_32593b3db6_o.jpg	1098	1417	313.8655	176.8878	1057.3654000000001	920.3877	Carnivora
21948496	http://farm8.staticflickr.com/7100/7239836750_35a5ed6ff6_o.jpg	818	1227	202.2096	2.2904	1017.9192	818.0	Carnivora
22387798	http://static.inaturalist.org/photos/167923/original.JPG	1365	2048	807.7312	417.144	1232.4864	841.8992000000001	Carnivora
22442632	http://static.inaturalist.org/photos/168417/original.jpg	1200	1600	586.72	440.04	1046.72	900.04	Carnivora
22666314	http://static.inaturalist.org/photos/187643/original.jpg?1350076553	1365	2048	375.3984	0	1736.9088	1361.5104	Carnivora
22666331	http://static.inaturalist.org/photos/188949/original.jpg?1350336071	1366	2048	439.9104	18.9874	1752.064	1331.141	Carnivora
23099625	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0113/0858.jpeg	512	751	172.1292	0	682.7341	510.6049	Carnivora
23099668	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0113/0862.jpeg	492	768	215.8848	1.3776	706.4832	491.976	Carnivora
23099675	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0113/0854.jpeg	512	683	66.8657	28.4672	536.4282000000001	498.0297	Carnivora
23099676	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0113/0855.jpeg	512	683	68.3	1.4336	579.1157	512.2493	Carnivora
23099706	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0113/0853.jpeg	468	768	128.4096	35.802	560.1024	467.4948	Carnivora
23099729	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0113/0851.jpeg	494	768	229.0176	102.9002	592.4352	466.3178	Carnivora
23204397	http://www.ecomare.nl/fileadmin/ecomare/data/images/pcd01039-grijze-zeehond-sw.jpg	292	515	95.996	0	385.9925	289.9965	Carnivora
23204403	http://www.ecomare.nl/fileadmin/ecomare/data/images/ifaw-motherandbaby.jpg	292	515	150.998	0	441.973	290.975	Carnivora
23204406	http://www.ecomare.nl/fileadmin/ecomare/data/images/klapmuts-4.jpg	292	515	72.9755	0	363.95050000000003	290.975	Carnivora
23275850	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0213/0016.jpeg	512	683	216.3061	46.9504	641.7468	472.3911	Carnivora
23276704	http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0213/0022.jpeg	500	768	154.1376	1.4	652.7232	499.9856	Carnivora
23362172	http://static.inaturalist.org/photos/216529/original.jpg?1355011329	540	720	189	81	480.024	372.024	Carnivora
23365483	http://static.inaturalist.org/photos/248705/original.jpg?1360386314	1363	2048	821.4528	317.9879	1502.8224	999.3575000000001	Carnivora
23421870	http://static.inaturalist.org/photos/254055/original.JPG?1361073232	658	1056	478.6848	332.6848	646.8	500.79999999999995	Carnivora
23570086	http://static.inaturalist.org/photos/268633/original.JPG?1362802037	1536	2048	55.5008	162.2016	1233.1008	1339.8016	Carnivora
24258832	http://www.biopix.com/photos/JCS-Mustela-nivalis-62370.JPG	426	640	203.456	88.7358	489.72799999999995	375.0078	Carnivora
24258844	http://www.biopix.com/photos/JCS-Nyctereutes-procyonoides-62392.JPG	467	640	109.056	1.3076	573.824	466.07559999999995	Carnivora
24861876	http://farm9.staticflickr.com/8560/8973438561_f9b4b4dbdd_o.jpg	789	1000	212.7	181.9434	706.0999999999999	675.3434	Carnivora
24861877	http://farm4.staticflickr.com/3811/8973438737_eca6eb8efd_o.jpg	800	576	4.4352	73.36	576.0	644.9248	Carnivora
24875419	http://farm9.staticflickr.com/8368/8392210869_1a7a6c9a4a_o.jpg	480	602	69.23	0	547.3384	478.1084	Carnivora
24875420	http://farm9.staticflickr.com/8193/8393295204_c11ecd6ed4_o.jpg	418	640	199.808	1.1704	616.768	418.13039999999995	Carnivora
24875421	http://farm9.staticflickr.com/8221/8393295048_a34a4a64ac_o.jpg	393	640	69.504	0	461.24800000000005	391.744	Carnivora
24875423	http://farm9.staticflickr.com/8047/8392261071_4eb73dbf37_o.jpg	473	640	151.104	55.1991	516.416	420.5111	Carnivora
24880104	http://farm9.staticflickr.com/8067/8218897212_c25a549a53_o.jpg	1526	2288	343.2	0	1838.8656	1495.6656	Carnivora
24884769	http://farm6.staticflickr.com/5089/5258796686_813cf389d4_o.jpg	741	1024	0	44.46	573.44	617.9000000000001	Carnivora
24886505	http://farm9.staticflickr.com/8442/7979133985_6bbe861cc9_o.jpg	894	1589	767.1692	460.6782	1016.4833000000001	709.9923	Carnivora
24891239	http://farm9.staticflickr.com/8422/7629962920_87697cd1b8_o.jpg	2145	3200	506.56	6.006	2640.0	2139.446	Carnivora
24892991	http://farm9.staticflickr.com/8284/7629986880_e0a75b90fe_o.jpg	2098	3200	524.48	5.8744	2611.2	2092.5944	Carnivora
24893711	http://farm8.staticflickr.com/7263/6927553000_29f6dddbef_o.jpg	1842	3200	722.88	154.3596	2333.76	1765.2396	Carnivora
24899927	http://farm8.staticflickr.com/7084/7017486975_acc2272b7d_o.jpg	1823	2774	273.239	1108.9309	981.9959999999999	1817.6879	Carnivora
24900914	http://farm8.staticflickr.com/7216/7154314287_acd356a175_o.jpg	1233	1850	489.88	0	1644.4650000000001	1154.585	Carnivora
24905024	http://farm8.staticflickr.com/7074/6987524154_d0be2dd3fd_o.jpg	425	640	97.984	0	521.92	423.936	Carnivora
24906142	http://farm8.staticflickr.com/7103/7081524839_c6f1f94bfa_o.jpg	3456	5184	815.9616	9.6768	4252.9536	3446.6688000000004	Carnivora
24909201	http://farm8.staticflickr.com/7082/6882420660_0aa2a6424f_o.jpg	2364	4728	399.516	8.0376	2755.4784	2364.0	Carnivora
24909202	http://farm8.staticflickr.com/7071/7028521579_d0fc5324ca_o.jpg	2231	3346	811.7396	570.2436	1784.4218	1542.9258	Carnivora
24921228	http://farm3.staticflickr.com/2477/5791041042_338f4a1d81_o.jpg	2574	3548	550.6496	178.6356	2925.6808	2553.6668	Carnivora
24924491	http://farm6.staticflickr.com/5121/5258821948_aee5295f97_o.jpg	766	1024	200.0896	2.1448	964.4032	766.4584	Carnivora
24927619	http://farm7.staticflickr.com/6013/6005377909_4fb535d7a4_o.jpg	1536	2048	367.0016	576	908.9024	1117.9008	Carnivora
24927623	http://farm7.staticflickr.com/6130/6005920686_ccec62c245_o.jpg	1536	2048	499.3024	708.2496	1139.3024	1348.2496	Carnivora
24927647	http://farm7.staticflickr.com/6011/6005374401_5692d1a8de_o.jpg	1536	2048	644.3008	294.4512	1544.6016	1194.752	Carnivora
